# This is the list of histogram data!
# Number	cdNum	mark
16617	1	0
16618	1	0
16619	1	1
16620	25	0
16621	52	0
16622	200	0
16623	10	0
16624	5	0
16625	1	0
16626	3	0
16627	2	0
16628	82	0
16629	42	0
16630	1	0
16631	8	0
16632	1	0
16633	110	0
16634	136	0
16635	23	23
16636	6	0
16637	1	0
16638	2	0
16639	15	0
16640	9	0
16641	2	0
16642	20	0
16643	1	0
16644	1	0
16645	14	0
16646	11	0
16647	21	0
16648	1	0
16649	1	0
16650	7	0
16651	5	0
16652	1	0
16653	26	0
16654	1	0
16655	3	0
16656	7	0
16657	4	0
16658	3	0
16659	1	0
16660	19	0
16661	13	0
16662	8	0
16663	4	0
16664	25	0
16665	1	0
16666	30	0
16667	41	0
16668	1	0
16669	14	0
16670	1	0
16671	9	0
16672	1	0
16673	11	0
16674	2	0
16675	23	0
16676	1	0
16677	134	0
16678	9	0
16679	27	0
16680	5	0
16681	11	0
16682	9	0
16683	26	0
16684	33	0
16685	32	0
16686	121	0
16687	16	0
16688	15	0
16689	1	0
16690	14	0
16691	1	0
16692	1	0
16693	200	0
16694	1	0
16695	17	0
16696	9	0
16697	13	0
16698	12	0
16699	23	8
16700	4	0
16701	16	0
16702	1	0
16703	6	0
16704	9	0
16705	42	0
16706	1	0
16707	1	0
16708	19	0
16709	200	0
16710	128	0
16711	3	0
16712	11	0
16713	2	0
16714	1	0
16715	1	0
16716	13	0
16717	86	0
16718	1	0
16719	6	0
16720	19	0
16721	10	0
16722	2	0
16723	1	0
16724	46	0
16725	13	0
16726	1	0
16727	1	0
16728	23	0
16729	5	0
16730	1	0
16731	14	0
16732	20	0
16733	2	0
16734	5	0
16735	1	0
16736	20	0
16737	1	0
16738	19	19
16739	12	0
16740	9	0
16741	1	0
16742	81	0
16743	19	0
16744	7	0
16745	10	0
16746	20	0
16747	66	0
16748	5	0
16749	8	0
16750	9	0
16751	11	0
16752	7	0
16753	15	0
16754	2	0
16755	1	0
16756	5	0
16757	1	0
16758	1	0
16759	9	0
16760	1	0
16761	55	0
16762	1	0
16763	113	0
16764	2	0
16765	10	0
16766	8	0
16767	3	0
16768	9	0
16769	39	0
16770	71	0
16771	1	0
16772	23	0
16773	6	0
16774	19	0
16775	200	0
16776	28	0
16777	11	0
16778	10	0
16779	14	0
16780	3	0
16781	30	0
16782	10	0
16783	24	0
16784	16	0
16785	2	0
16786	18	0
16787	5	0
16788	1	0
16789	2	0
16790	6	0
16791	161	0
16792	16	0
16793	14	0
16794	4	0
16795	1	0
16796	200	0
16797	36	0
16798	7	0
16799	4	0
16800	1	0
16801	8	0
16802	3	0
16803	17	0
16804	1	1
16805	6	0
16806	162	0
16807	8	0
16808	5	0
16809	9	0
16810	1	0
16811	5	0
16812	48	0
16813	2	0
16814	4	0
16815	1	0
16816	98	0
16817	1	0
16818	1	1
16819	6	0
16820	8	0
16821	2	0
16822	14	0
16823	5	0
16824	34	0
16825	24	0
16826	17	0
16827	20	0
16828	12	0
16829	29	0
16830	117	0
16831	8	8
16832	22	0
16833	15	0
16834	13	0
16835	17	0
16836	89	0
16837	2	0
16838	1	0
16839	98	0
16840	2	0
16841	1	0
16842	91	0
16843	30	0
16844	28	0
16845	11	0
16846	13	0
16847	1	0
16848	23	0
16849	1	0
16850	12	3
16851	15	0
16852	2	0
16853	1	0
16854	7	0
16855	16	0
16856	10	0
16857	24	0
16858	19	0
16859	16	0
16860	9	0
16861	64	0
16862	20	0
16863	48	0
16864	32	0
16865	4	0
16866	10	0
16867	14	0
16868	1	0
16869	130	0
16870	1	0
16871	1	0
16872	32	0
16873	13	0
16874	13	0
16875	1	0
16876	9	0
16877	2	0
16878	66	0
16879	7	0
16880	14	0
16881	7	0
16882	1	0
16883	25	0
16884	1	0
16885	22	0
16886	24	0
16887	15	0
16888	1	0
16889	1	0
16890	12	0
16891	3	0
16892	1	0
16893	154	0
16894	2	2
16895	25	0
16896	15	0
16897	8	0
16898	8	0
16899	1	0
16900	4	0
16901	33	0
16902	27	0
16903	21	0
16904	1	0
16905	119	0
16906	1	0
16907	14	0
16908	1	0
16909	21	0
16910	46	0
16911	1	0
16912	16	0
16913	109	0
16914	11	0
16915	5	0
16916	1	0
16917	24	0
16918	18	0
16919	3	0
16920	1	0
16921	1	0
16922	2	0
16923	34	0
16924	9	0
16925	21	0
16926	1	1
16927	3	0
16928	8	0
16929	6	0
16930	3	0
16931	21	0
16932	1	0
16933	25	0
16934	2	0
16935	7	0
16936	1	1
16937	3	0
16938	2	0
16939	5	0
16940	200	0
16941	24	0
16942	4	0
16943	67	0
16944	11	0
16945	2	0
16946	27	0
16947	13	0
16948	1	0
16949	1	1
16950	21	0
16951	30	0
16952	5	0
16953	1	0
16954	1	0
16955	7	0
16956	1	0
16957	7	0
16958	7	0
16959	46	0
16960	56	0
16961	1	0
16962	1	0
16963	1	0
16964	1	1
16965	2	0
16966	19	0
16967	156	0
16968	36	0
16969	27	0
16970	1	0
16971	9	0
16972	13	0
16973	94	0
16974	1	0
16975	1	0
16976	83	0
16977	28	0
16978	83	0
16979	6	0
16980	2	0
16981	11	0
16982	1	1
16983	10	0
16984	2	0
16985	7	0
16986	1	0
16987	1	0
16988	28	0
16989	17	0
16990	3	0
16991	2	0
16992	10	0
16993	21	0
16994	6	0
16995	5	0
16996	31	0
16997	1	0
16998	135	5
16999	53	0
17000	16	16
17001	10	0
17002	1	0
17003	60	0
17004	41	0
17005	18	0
17006	188	0
17007	9	0
17008	59	0
17009	3	0
17010	14	0
17011	5	0
17012	29	0
17013	1	0
17014	4	0
17015	12	0
17016	1	0
17017	15	0
17018	5	0
17019	41	0
17020	2	0
17021	42	0
17022	38	0
17023	5	0
17024	200	0
17025	18	0
17026	178	0
17027	20	0
17028	1	0
17029	22	0
17030	12	0
17031	68	0
17032	3	0
17033	1	0
17034	9	0
17035	5	0
17036	8	0
17037	27	0
17038	5	0
17039	46	0
17040	10	0
17041	17	0
17042	200	0
17043	29	0
17044	91	0
17045	196	0
17046	93	0
17047	1	0
17048	13	0
17049	8	0
17050	2	0
17051	9	0
17052	6	0
17053	3	0
17054	1	0
17055	15	0
17056	7	0
17057	2	0
17058	2	0
17059	17	0
17060	20	0
17061	18	0
17062	83	0
17063	37	0
17064	7	0
17065	112	0
17066	19	0
17067	3	0
17068	8	0
17069	19	0
17070	1	0
17071	12	0
17072	36	0
17073	148	0
17074	178	0
17075	1	0
17076	2	0
17077	46	0
17078	14	0
17079	1	0
17080	12	0
17081	2	0
17082	10	0
17083	26	0
17084	30	0
17085	3	0
17086	24	0
17087	46	0
17088	20	0
17089	3	0
17090	1	0
17091	3	0
17092	9	0
17093	23	0
17094	1	0
17095	16	0
17096	16	0
17097	83	0
17098	7	0
17099	200	0
17100	43	0
17101	3	0
17102	11	0
17103	13	0
17104	1	0
17105	99	0
17106	11	0
17107	37	0
17108	1	0
17109	1	0
17110	20	0
17111	9	0
17112	36	0
17113	24	0
17114	6	0
17115	45	0
17116	110	0
17117	14	0
17118	145	0
17119	15	0
17120	8	0
17121	1	0
17122	18	0
17123	1	0
17124	15	15
17125	3	0
17126	83	44
17127	3	0
17128	1	0
17129	14	0
17130	40	0
17131	5	0
17132	16	0
17133	1	0
17134	1	0
17135	10	0
17136	4	0
17137	6	0
17138	2	0
17139	2	0
17140	57	0
17141	13	0
17142	19	0
17143	7	0
17144	147	0
17145	13	0
17146	31	0
17147	6	0
17148	7	0
17149	57	0
17150	1	0
17151	11	0
17152	7	0
17153	10	0
17154	1	0
17155	93	0
17156	2	0
17157	1	0
17158	10	0
17159	4	0
17160	10	0
17161	10	0
17162	2	0
17163	3	0
17164	3	0
17165	4	4
17166	1	0
17167	1	0
17168	2	0
17169	11	0
17170	48	0
17171	15	0
17172	1	0
17173	16	0
17174	43	0
17175	12	0
17176	1	0
17177	11	0
17178	5	0
17179	5	0
17180	2	0
17181	7	0
17182	11	0
17183	7	0
17184	24	0
17185	27	0
17186	30	0
17187	2	0
17188	177	59
17189	41	0
17190	6	3
17191	29	0
17192	21	0
17193	10	0
17194	19	0
17195	31	0
17196	5	0
17197	3	0
17198	32	0
17199	1	0
17200	64	0
17201	31	0
17202	3	0
17203	12	0
17204	21	0
17205	8	0
17206	1	0
17207	16	0
17208	200	0
17209	19	0
17210	34	0
17211	5	0
17212	52	0
17213	42	0
17214	13	0
17215	17	0
17216	25	0
17217	1	0
17218	7	0
17219	3	0
17220	200	0
17221	4	0
17222	168	0
17223	1	0
17224	14	0
17225	1	0
17226	17	0
17227	21	0
17228	35	0
17229	9	9
17230	1	0
17231	16	0
17232	1	0
17233	83	0
17234	3	0
17235	19	0
17236	6	0
17237	22	0
17238	8	0
17239	12	0
17240	105	17
17241	35	0
17242	13	0
17243	30	0
17244	13	0
17245	22	0
17246	2	0
17247	24	0
17248	11	0
17249	1	0
17250	18	0
17251	14	0
17252	36	0
17253	5	0
17254	1	0
17255	2	2
17256	200	2
17257	13	0
17258	6	0
17259	23	0
17260	3	0
17261	34	0
17262	27	0
17263	164	0
17264	12	0
17265	180	0
17266	23	0
17267	29	0
17268	200	0
17269	20	0
17270	47	0
17271	49	0
17272	10	0
17273	167	89
17274	6	0
17275	12	0
17276	1	0
17277	1	0
17278	16	0
17279	7	0
17280	6	0
17281	55	0
17282	36	0
17283	26	0
17284	12	0
17285	16	0
17286	8	0
17287	17	0
17288	1	0
17289	116	0
17290	28	0
17291	59	0
17292	1	0
17293	11	0
17294	10	0
17295	130	0
17296	13	0
17297	9	0
17298	191	0
17299	200	0
17300	4	0
17301	20	0
17302	15	0
17303	55	0
17304	21	0
17305	11	0
17306	8	0
17307	24	0
17308	2	0
17309	13	0
17310	12	0
17311	200	200
17312	3	0
17313	3	0
17314	38	0
17315	1	0
17316	9	0
17317	1	0
17318	1	0
17319	18	0
17320	21	0
17321	16	0
17322	2	0
17323	200	0
17324	25	0
17325	23	0
17326	32	0
17327	18	0
17328	1	0
17329	23	0
17330	12	0
17331	28	0
17332	67	0
17333	34	0
17334	23	0
17335	159	0
17336	16	0
17337	1	0
17338	65	0
17339	1	0
17340	1	0
17341	6	0
17342	3	0
17343	188	0
17344	1	0
17345	15	0
17346	8	0
17347	1	0
17348	116	0
17349	1	1
17350	27	0
17351	14	0
17352	1	0
17353	16	0
17354	3	0
17355	1	0
17356	7	0
17357	3	0
17358	17	0
17359	200	0
17360	23	0
17361	2	0
17362	1	0
17363	7	0
17364	5	0
17365	4	0
17366	1	0
17367	32	0
17368	1	0
17369	48	0
17370	14	0
17371	25	0
17372	1	1
17373	1	0
17374	26	0
17375	28	0
17376	1	0
17377	51	0
17378	113	0
17379	5	0
17380	30	0
17381	110	0
17382	27	0
17383	18	0
17384	34	0
17385	34	0
17386	14	0
17387	1	0
17388	18	0
17389	1	0
17390	8	0
17391	6	0
17392	2	0
17393	14	0
17394	10	0
17395	5	5
17396	78	0
17397	1	0
17398	11	0
17399	200	0
17400	15	0
17401	8	0
17402	119	0
17403	27	0
17404	19	0
17405	40	0
17406	7	1
17407	6	6
17408	2	0
17409	1	0
17410	1	0
17411	29	0
17412	4	0
17413	3	0
17414	1	0
17415	139	0
17416	200	0
17417	25	0
17418	7	0
17419	5	0
17420	26	0
17421	10	0
17422	6	0
17423	139	0
17424	43	0
17425	15	0
17426	9	0
17427	11	0
17428	53	0
17429	7	0
17430	40	0
17431	16	0
17432	51	0
17433	35	0
17434	104	0
17435	105	0
17436	1	0
17437	22	0
17438	39	0
17439	1	0
17440	200	0
17441	2	0
17442	15	0
17443	3	0
17444	51	0
17445	81	0
17446	12	0
17447	35	0
17448	64	0
17449	95	0
17450	10	0
17451	29	0
17452	16	0
17453	1	0
17454	2	0
17455	19	0
17456	19	0
17457	11	0
17458	11	0
17459	112	0
17460	3	0
17461	18	0
17462	112	0
17463	9	0
17464	2	0
17465	9	0
17466	11	0
17467	1	0
17468	6	0
17469	28	0
17470	14	0
17471	11	0
17472	1	1
17473	4	1
17474	5	0
17475	8	0
17476	9	0
17477	10	0
17478	4	0
17479	7	0
17480	1	0
17481	13	0
17482	34	0
17483	1	0
17484	98	0
17485	26	0
17486	1	0
17487	25	0
17488	17	0
17489	17	17
17490	13	10
17491	48	0
17492	29	0
17493	1	0
17494	18	0
17495	1	0
17496	44	0
17497	1	0
17498	1	0
17499	9	0
17500	73	0
17501	4	0
17502	1	0
17503	20	0
17504	38	0
17505	117	0
17506	6	0
17507	6	0
17508	1	1
17509	4	0
17510	22	0
17511	200	116
17512	23	0
17513	15	0
17514	1	0
17515	22	0
17516	1	0
17517	59	0
17518	99	0
17519	12	0
17520	1	0
17521	14	0
17522	1	1
17523	9	0
17524	14	0
17525	147	0
17526	1	0
17527	1	0
17528	9	0
17529	10	0
17530	7	0
17531	174	0
17532	6	0
17533	10	0
17534	1	0
17535	51	0
17536	2	0
17537	91	0
17538	15	0
17539	21	0
17540	131	0
17541	40	0
17542	6	0
17543	21	0
17544	8	0
17545	16	0
17546	84	0
17547	1	0
17548	2	0
17549	4	0
17550	1	0
17551	1	0
17552	13	0
17553	5	0
17554	15	0
17555	13	0
17556	14	0
17557	15	0
17558	12	0
17559	97	0
17560	1	0
17561	2	2
17562	28	0
17563	7	0
17564	4	0
17565	13	0
17566	200	0
17567	9	0
17568	13	0
17569	15	0
17570	10	0
17571	2	0
17572	2	0
17573	9	0
17574	17	0
17575	2	0
17576	1	0
17577	1	0
17578	86	0
17579	1	1
17580	16	0
17581	77	0
17582	25	0
17583	64	0
17584	7	0
17585	3	0
17586	5	0
17587	15	0
17588	200	0
17589	196	0
17590	5	0
17591	7	0
17592	1	0
17593	2	0
17594	24	0
17595	34	0
17596	77	0
17597	5	0
17598	12	0
17599	1	0
17600	3	0
17601	12	0
17602	8	0
17603	200	0
17604	36	0
17605	5	0
17606	4	0
17607	2	0
17608	9	0
17609	6	0
17610	29	0
17611	1	0
17612	20	0
17613	5	0
17614	61	0
17615	1	0
17616	36	0
17617	13	0
17618	4	0
17619	3	0
17620	9	0
17621	18	0
17622	51	0
17623	15	0
17624	1	0
17625	10	0
17626	24	0
17627	8	0
17628	39	0
17629	1	0
17630	1	0
17631	14	0
17632	11	0
17633	1	0
17634	6	0
17635	145	0
17636	1	0
17637	26	0
17638	25	0
17639	21	0
17640	26	0
17641	43	0
17642	2	0
17643	100	0
17644	14	0
17645	109	0
17646	45	0
17647	5	0
17648	9	0
17649	7	0
17650	4	0
17651	3	0
17652	16	0
17653	4	0
17654	39	39
17655	10	0
17656	1	0
17657	23	0
17658	5	0
17659	12	0
17660	68	0
17661	108	0
17662	1	0
17663	5	0
17664	11	0
17665	5	0
17666	18	0
17667	5	0
17668	17	0
17669	25	0
17670	1	0
17671	3	0
17672	17	0
17673	21	0
17674	1	0
17675	200	0
17676	17	0
17677	5	0
17678	54	0
17679	1	0
17680	1	0
17681	7	0
17682	1	0
17683	1	0
17684	8	0
17685	33	0
17686	1	0
17687	38	0
17688	18	0
17689	5	0
17690	13	0
17691	9	0
17692	3	0
17693	14	0
17694	10	0
17695	2	0
17696	200	0
17697	7	0
17698	2	0
17699	8	0
17700	1	0
17701	29	0
17702	27	0
17703	39	0
17704	14	0
17705	9	9
17706	9	0
17707	12	0
17708	19	0
17709	1	0
17710	26	0
17711	8	0
17712	11	0
17713	18	0
17714	200	0
17715	1	0
17716	19	0
17717	6	0
17718	3	0
17719	12	0
17720	29	0
17721	5	0
17722	23	0
17723	9	0
17724	33	0
17725	43	0
17726	26	0
17727	13	0
17728	11	0
17729	13	0
17730	3	0
17731	4	4
17732	20	0
17733	1	0
17734	6	0
17735	90	0
17736	7	0
17737	1	0
17738	1	0
17739	3	0
17740	17	0
17741	2	0
17742	51	9
17743	8	0
17744	200	0
17745	14	0
17746	1	0
17747	12	0
17748	35	0
17749	1	0
17750	4	0
17751	19	0
17752	129	0
17753	2	0
17754	3	0
17755	154	0
17756	13	0
17757	143	0
17758	1	0
17759	200	0
17760	65	0
17761	3	0
17762	1	0
17763	200	0
17764	15	0
17765	3	0
17766	10	0
17767	1	0
17768	1	0
17769	18	0
17770	4	0
17771	6	0
17772	22	0
17773	1	0
17774	1	0
17775	116	0
17776	1	0
17777	31	0
17778	1	0
17779	1	0
17780	7	0
17781	5	0
17782	2	0
17783	25	0
17784	16	0
17785	1	0
17786	118	0
17787	25	0
17788	62	0
17789	6	0
17790	51	0
17791	1	0
17792	1	0
17793	15	0
17794	6	0
17795	1	0
17796	27	0
17797	5	0
17798	16	0
17799	5	0
17800	43	0
17801	14	0
17802	4	0
17803	3	0
17804	6	0
17805	8	0
17806	23	0
17807	24	0
17808	1	0
17809	1	0
17810	20	0
17811	22	0
17812	23	0
17813	20	0
17814	20	0
17815	10	0
17816	174	145
17817	2	0
17818	6	0
17819	5	0
17820	30	0
17821	2	0
17822	8	0
17823	1	0
17824	22	0
17825	3	0
17826	1	0
17827	6	0
17828	2	0
17829	21	0
17830	7	0
17831	21	0
17832	11	0
17833	92	0
17834	4	0
17835	1	0
17836	200	0
17837	34	0
17838	1	0
17839	8	0
17840	13	0
17841	5	0
17842	9	0
17843	26	0
17844	13	0
17845	130	0
17846	1	0
17847	1	0
17848	110	0
17849	2	0
17850	3	0
17851	7	0
17852	23	23
17853	13	5
17854	32	0
17855	1	1
17856	1	0
17857	16	0
17858	1	0
17859	1	0
17860	1	0
17861	1	0
17862	67	0
17863	6	0
17864	26	0
17865	18	0
17866	1	0
17867	3	0
17868	200	0
17869	7	0
17870	16	0
17871	60	0
17872	32	0
17873	1	0
17874	1	0
17875	54	0
17876	5	0
17877	27	0
17878	200	0
17879	28	0
17880	6	0
17881	55	0
17882	81	0
17883	1	0
17884	45	0
17885	21	0
17886	1	1
17887	18	0
17888	34	0
17889	1	0
17890	20	0
17891	24	0
17892	1	0
17893	7	0
17894	27	0
17895	37	0
17896	128	0
17897	91	0
17898	40	0
17899	35	0
17900	6	0
17901	15	0
17902	90	0
17903	18	0
17904	5	0
17905	7	0
17906	10	0
17907	1	0
17908	10	0
17909	11	0
17910	16	0
17911	1	0
17912	23	0
17913	3	0
17914	62	0
17915	28	0
17916	11	0
17917	87	0
17918	12	0
17919	2	0
17920	1	0
17921	5	0
17922	3	0
17923	26	0
17924	13	0
17925	10	0
17926	57	0
17927	102	0
17928	25	0
17929	200	0
17930	128	0
17931	23	0
17932	6	0
17933	5	0
17934	7	0
17935	17	0
17936	200	0
17937	13	0
17938	14	0
17939	20	0
17940	3	0
17941	18	0
17942	39	0
17943	3	0
17944	2	2
17945	63	19
17946	16	0
17947	18	0
17948	26	0
17949	19	0
17950	20	0
17951	27	0
17952	8	0
17953	3	0
17954	1	0
17955	16	0
17956	27	0
17957	12	0
17958	31	0
17959	1	0
17960	10	0
17961	1	0
17962	34	0
17963	76	0
17964	90	0
17965	3	0
17966	31	0
17967	1	0
17968	23	0
17969	1	0
17970	43	0
17971	5	0
17972	2	0
17973	13	0
17974	7	0
17975	12	0
17976	34	0
17977	2	0
17978	2	0
17979	24	0
17980	3	0
17981	1	0
17982	200	196
17983	1	0
17984	189	0
17985	67	0
17986	81	0
17987	82	0
17988	1	0
17989	2	0
17990	1	0
17991	1	0
17992	75	0
17993	12	12
17994	25	5
17995	37	0
17996	26	0
17997	71	0
17998	1	0
17999	26	0
18000	23	0
18001	16	0
18002	142	0
18003	40	0
18004	27	0
18005	3	0
18006	1	0
18007	8	0
18008	6	0
18009	8	0
18010	1	1
18011	15	0
18012	1	0
18013	6	0
18014	9	0
18015	12	0
18016	34	0
18017	1	0
18018	1	0
18019	18	0
18020	1	0
18021	16	0
18022	74	0
18023	4	0
18024	1	0
18025	43	0
18026	13	0
18027	3	0
18028	2	0
18029	17	0
18030	89	0
18031	12	0
18032	27	0
18033	6	0
18034	1	0
18035	11	0
18036	16	0
18037	48	0
18038	2	0
18039	31	0
18040	32	0
18041	1	0
18042	10	3
18043	1	0
18044	9	0
18045	27	0
18046	110	0
18047	11	0
18048	34	0
18049	13	0
18050	9	0
18051	198	0
18052	23	0
18053	27	0
18054	8	0
18055	7	0
18056	2	0
18057	15	0
18058	21	0
18059	22	0
18060	3	0
18061	20	0
18062	21	0
18063	1	0
18064	200	0
18065	1	0
18066	8	0
18067	146	0
18068	20	0
18069	1	0
18070	3	0
18071	1	0
18072	35	0
18073	5	0
18074	44	0
18075	5	0
18076	19	11
18077	15	0
18078	13	0
18079	2	0
18080	2	0
18081	40	0
18082	1	0
18083	1	0
18084	144	0
18085	1	0
18086	14	0
18087	21	0
18088	19	19
18089	2	0
18090	14	0
18091	98	0
18092	7	0
18093	21	0
18094	7	0
18095	7	0
18096	1	0
18097	29	0
18098	4	0
18099	6	0
18100	12	0
18101	45	0
18102	113	0
18103	1	0
18104	14	0
18105	63	0
18106	9	0
18107	4	0
18108	1	0
18109	64	0
18110	12	0
18111	1	0
18112	76	0
18113	6	0
18114	172	0
18115	1	0
18116	37	0
18117	36	0
18118	164	0
18119	33	0
18120	3	0
18121	5	5
18122	15	0
18123	1	0
18124	2	0
18125	1	0
18126	8	0
18127	22	0
18128	10	0
18129	200	0
18130	7	0
18131	1	0
18132	1	0
18133	14	0
18134	3	0
18135	51	0
18136	15	0
18137	2	0
18138	1	0
18139	3	0
18140	16	0
18141	1	1
18142	1	0
18143	3	0
18144	106	0
18145	5	0
18146	29	0
18147	3	0
18148	1	0
18149	1	0
18150	30	0
18151	1	0
18152	13	0
18153	1	0
18154	67	0
18155	6	0
18156	1	0
18157	1	0
18158	4	0
18159	4	0
18160	17	0
18161	15	0
18162	4	0
18163	1	0
18164	5	0
18165	4	0
18166	28	0
18167	33	0
18168	200	0
18169	1	0
18170	120	0
18171	1	0
18172	9	0
18173	3	0
18174	1	0
18175	3	0
18176	20	0
18177	1	0
18178	10	0
18179	2	0
18180	48	0
18181	131	0
18182	3	0
18183	7	0
18184	2	2
18185	22	0
18186	11	0
18187	63	0
18188	1	0
18189	52	0
18190	20	0
18191	1	0
18192	1	0
18193	129	0
18194	6	0
18195	9	0
18196	15	0
18197	2	0
18198	3	1
18199	3	0
18200	42	0
18201	85	0
18202	1	0
18203	2	0
18204	3	0
18205	32	0
18206	12	0
18207	8	0
18208	38	0
18209	39	0
18210	28	0
18211	23	0
18212	4	4
18213	1	0
18214	55	0
18215	200	0
18216	19	0
18217	9	0
18218	16	0
18219	3	0
18220	9	0
18221	8	0
18222	12	0
18223	200	0
18224	56	0
18225	200	0
18226	8	0
18227	10	0
18228	2	0
18229	21	0
18230	4	0
18231	4	0
18232	16	0
18233	21	0
18234	6	0
18235	15	0
18236	1	0
18237	200	0
18238	2	0
18239	43	0
18240	30	0
18241	26	0
18242	89	0
18243	4	0
18244	10	0
18245	34	0
18246	2	2
18247	16	0
18248	8	0
18249	22	0
18250	4	0
18251	14	0
18252	1	0
18253	1	0
18254	19	0
18255	1	0
18256	14	0
18257	1	0
18258	13	0
18259	8	0
18260	12	0
18261	25	0
18262	64	0
18263	21	0
18264	200	169
18265	13	0
18266	76	0
18267	6	0
18268	10	0
18269	86	0
18270	21	0
18271	14	0
18272	12	0
18273	1	0
18274	1	0
18275	71	0
18276	85	0
18277	1	0
18278	15	15
18279	31	31
18280	1	0
18281	18	0
18282	200	0
18283	22	0
18284	8	0
18285	20	0
18286	113	0
18287	3	0
18288	25	0
18289	1	0
18290	11	0
18291	7	7
18292	8	0
18293	22	0
18294	1	0
18295	26	0
18296	20	0
18297	12	0
18298	3	0
18299	3	0
18300	18	0
18301	113	0
18302	2	0
18303	3	0
18304	37	0
18305	12	0
18306	11	0
18307	76	0
18308	20	0
18309	15	0
18310	30	0
18311	8	0
18312	43	23
18313	10	10
18314	2	0
18315	58	0
18316	200	0
18317	1	0
18318	15	0
18319	65	0
18320	19	0
18321	186	0
18322	21	0
18323	6	0
18324	17	0
18325	13	0
18326	13	0
18327	19	0
18328	11	0
18329	9	0
18330	16	0
18331	1	0
18332	3	0
18333	20	0
18334	4	0
18335	200	0
18336	11	0
18337	1	0
18338	25	0
18339	6	0
18340	2	0
18341	9	0
18342	1	0
18343	1	0
18344	26	0
18345	2	0
18346	1	0
18347	1	0
18348	1	0
18349	14	0
18350	1	0
18351	1	0
18352	200	0
18353	24	0
18354	18	0
18355	50	0
18356	3	0
18357	38	0
18358	14	0
18359	1	0
18360	25	0
18361	25	0
18362	12	12
18363	1	0
18364	2	0
18365	10	0
18366	4	0
18367	12	0
18368	3	0
18369	3	0
18370	17	0
18371	14	0
18372	3	0
18373	110	0
18374	10	0
18375	8	0
18376	27	0
18377	75	0
18378	5	0
18379	54	0
18380	9	0
18381	1	0
18382	14	0
18383	9	0
18384	38	0
18385	21	0
18386	88	0
18387	14	0
18388	9	0
18389	1	0
18390	32	0
18391	5	0
18392	50	0
18393	77	0
18394	65	0
18395	6	6
18396	142	0
18397	1	0
18398	7	0
18399	11	0
18400	1	0
18401	28	0
18402	1	0
18403	16	0
18404	1	0
18405	17	0
18406	8	0
18407	47	0
18408	1	0
18409	1	0
18410	107	0
18411	101	0
18412	3	0
18413	6	0
18414	8	0
18415	7	0
18416	31	0
18417	2	0
18418	1	1
18419	200	0
18420	57	0
18421	1	0
18422	1	0
18423	1	0
18424	30	0
18425	20	0
18426	1	0
18427	23	0
18428	5	0
18429	1	0
18430	19	0
18431	16	0
18432	13	0
18433	1	0
18434	1	0
18435	18	0
18436	200	200
18437	16	6
18438	7	0
18439	114	0
18440	11	0
18441	1	0
18442	6	0
18443	2	0
18444	7	0
18445	16	0
18446	27	0
18447	1	0
18448	3	0
18449	3	0
18450	1	0
18451	26	0
18452	8	0
18453	60	0
18454	24	24
18455	16	0
18456	63	0
18457	42	0
18458	18	0
18459	92	0
18460	27	0
18461	18	0
18462	19	0
18463	3	0
18464	10	0
18465	16	0
18466	13	0
18467	16	0
18468	1	0
18469	95	0
18470	1	0
18471	18	0
18472	6	0
18473	36	0
18474	12	0
18475	21	0
18476	61	0
18477	5	0
18478	1	0
18479	1	0
18480	42	0
18481	18	7
18482	12	12
18483	18	0
18484	3	0
18485	71	0
18486	12	0
18487	97	0
18488	1	0
18489	11	0
18490	15	0
18491	1	1
18492	28	0
18493	22	0
18494	12	0
18495	1	0
18496	194	0
18497	20	0
18498	93	0
18499	106	0
18500	1	0
18501	1	0
18502	1	0
18503	5	0
18504	17	0
18505	113	0
18506	37	0
18507	7	0
18508	24	10
18509	15	0
18510	31	0
18511	14	0
18512	8	0
18513	1	0
18514	1	0
18515	9	0
18516	3	0
18517	5	0
18518	1	0
18519	6	0
18520	24	0
18521	1	0
18522	18	18
18523	1	0
18524	11	0
18525	1	0
18526	1	0
18527	1	0
18528	18	0
18529	64	0
18530	198	114
18531	8	0
18532	11	0
18533	6	0
18534	9	0
18535	164	0
18536	1	0
18537	14	0
18538	15	0
18539	21	0
18540	4	0
18541	12	0
18542	51	0
18543	18	0
18544	1	0
18545	8	0
18546	6	0
18547	1	0
18548	7	0
18549	60	0
18550	26	0
18551	16	0
18552	110	0
18553	1	0
18554	71	0
18555	11	0
18556	13	0
18557	58	0
18558	5	0
18559	13	0
18560	8	0
18561	200	0
18562	6	0
18563	24	0
18564	3	0
18565	20	0
18566	9	0
18567	36	0
18568	22	0
18569	19	0
18570	72	0
18571	19	0
18572	13	0
18573	1	1
18574	182	0
18575	72	0
18576	1	0
18577	51	0
18578	1	0
18579	4	0
18580	12	0
18581	14	0
18582	184	156
18583	1	1
18584	1	1
18585	5	0
18586	10	0
18587	16	0
18588	92	0
18589	31	0
18590	1	0
18591	200	0
18592	32	0
18593	41	0
18594	1	0
18595	1	0
18596	29	0
18597	21	0
18598	8	0
18599	24	0
18600	1	1
18601	1	1
18602	23	0
18603	44	0
18604	3	0
18605	1	0
18606	3	0
18607	106	0
18608	3	0
18609	61	0
18610	13	0
18611	10	0
18612	49	0
